TransactionID,variable,item
15,Item 3,ice cream
7,Item 3,canned fish
7,Item 3,specialty cheese
10,Item 3,sliced cheese
4,Item 3,meat spreads
8,Item 3,butter milk
9,Item 3,sliced cheese
3,Item 3,pasta
6,Item 3,pudding powder
7,Item 3,dessert
8,Item 3,pip fruit
4,Item 3,liquor (appetizer)
4,Item 3,cling film/bags
16,Item 3,berries
9,Item 3,meat
6,Item 3,herbs
5,Item 3,frozen potato products
5,Item 3,chicken
9,Item 3,butter milk
8,Item 3,flour
3,Item 3,white bread
11,Item 3,white bread
5,Item 3,chocolate
3,Item 3,ice cream
3,Item 3,snack products
10,Item 3,hamburger meat
4,Item 3,chocolate marshmallow
9,Item 3,pastry
3,Item 3,candy
9,Item 3,uht-milk
7,Item 3,soda
19,Item 3,root vegetables
3,Item 3,specialty cheese
5,Item 3,cat food
3,Item 3,brandy
17,Item 3,root vegetables
9,Item 3,beef
19,Item 3,pork
7,Item 3,misc. beverages
8,Item 3,misc. beverages
3,Item 3,cream
8,Item 3,oil
11,Item 3,frozen vegetables
5,Item 3,condensed milk
10,Item 3,beverages
6,Item 3,pasta
5,Item 3,mustard
9,Item 3,margarine
9,Item 3,chicken
6,Item 3,sparkling wine
3,Item 3,dessert
10,Item 3,pork
15,Item 3,root vegetables
3,Item 3,decalcifier
4,Item 3,spread cheese
7,Item 3,organic products
4,Item 3,frozen potato products
4,Item 3,canned vegetables
29,Item 3,tropical fruit
23,Item 3,beef
7,Item 3,processed cheese
6,Item 3,mustard
11,Item 3,curd
20,Item 3,pip fruit
5,Item 3,cake bar
7,Item 3,candy
12,Item 3,nuts/prunes
8,Item 3,soft cheese
17,Item 3,other vegetables
14,Item 3,onions
8,Item 3,semi-finished bread
15,Item 3,herbs
11,Item 3,semi-finished bread
7,Item 3,coffee
8,Item 3,mayonnaise
3,Item 3,tidbits
9,Item 3,berries
5,Item 3,oil
8,Item 3,bottled beer
4,Item 3,specialty chocolate
5,Item 3,napkins
3,Item 3,vinegar
7,Item 3,pork
14,Item 3,hamburger meat
7,Item 3,ice cream
4,Item 3,dishes
10,Item 3,whipped/sour cream
6,Item 3,sauces
7,Item 3,herbs
8,Item 3,canned fish
9,Item 3,domestic eggs
18,Item 3,chicken
8,Item 3,condensed milk
10,Item 3,white bread
5,Item 3,detergent
13,Item 3,beef
7,Item 3,spread cheese
5,Item 3,ham
4,Item 3,nut snack
9,Item 3,herbs
5,Item 3,rum
16,Item 3,soft cheese
16,Item 3,tropical fruit
3,Item 3,cake bar
3,Item 3,skin care
7,Item 3,frozen dessert
5,Item 3,cleaner
9,Item 3,frozen vegetables
15,Item 3,butter milk
5,Item 3,mayonnaise
6,Item 3,condensed milk
7,Item 3,frozen fish
5,Item 3,nuts/prunes
9,Item 3,cream cheese
4,Item 3,mayonnaise
3,Item 3,frozen potato products
4,Item 3,frozen dessert
5,Item 3,sauces
12,Item 3,dessert
3,Item 3,cleaner
5,Item 3,hygiene articles
14,Item 3,yogurt
18,Item 3,citrus fruit
13,Item 3,berries
3,Item 3,pickled vegetables
3,Item 3,cooking chocolate
7,Item 3,pet care
6,Item 3,semi-finished bread
5,Item 3,popcorn
6,Item 3,frozen fish
9,Item 3,dessert
8,Item 3,hard cheese
6,Item 3,prosecco
18,Item 3,tropical fruit
14,Item 3,turkey
8,Item 3,turkey
14,Item 3,curd
6,Item 3,cream
19,Item 3,yogurt
8,Item 3,sliced cheese
11,Item 3,pork
6,Item 3,seasonal products
6,Item 3,instant coffee
7,Item 3,soups
19,Item 3,pip fruit
4,Item 3,cleaner
10,Item 3,pastry
21,Item 3,beef
5,Item 3,pudding powder
10,Item 3,rolls/buns
8,Item 3,butter
8,Item 3,ham
4,Item 3,jam
9,Item 3,pork
16,Item 3,pork
12,Item 3,processed cheese
10,Item 3,hard cheese
22,Item 3,pork
8,Item 3,sugar
14,Item 3,liver loaf
10,Item 3,onions
5,Item 3,specialty fat
21,Item 3,hamburger meat
4,Item 3,canned fish
13,Item 3,turkey
7,Item 3,canned beer
6,Item 3,hamburger meat
4,Item 3,roll products
3,Item 3,soft cheese
14,Item 3,beef
7,Item 3,condensed milk
5,Item 3,herbs
20,Item 3,tropical fruit
27,Item 3,liver loaf
20,Item 3,citrus fruit
19,Item 3,whole milk
11,Item 3,uht-milk
10,Item 3,chicken
4,Item 3,grapes
6,Item 3,zwieback
3,Item 3,frozen dessert
12,Item 3,curd
6,Item 3,canned beer
10,Item 3,berries
5,Item 3,ready soups
6,Item 3,salty snack
10,Item 3,packaged fruit/vegetables
3,Item 3,frozen meals
3,Item 3,syrup
4,Item 3,rum
5,Item 3,grapes
8,Item 3,baking powder
4,Item 3,cooking chocolate
3,Item 3,beverages
3,Item 3,hair spray
3,Item 3,jam
3,Item 3,sparkling wine
8,Item 3,frozen potato products
9,Item 3,misc. beverages
9,Item 3,fish
7,Item 3,meat
3,Item 3,female sanitary products
16,Item 3,root vegetables
5,Item 3,prosecco
8,Item 3,hamburger meat
13,Item 3,uht-milk
6,Item 3,frozen fruits
8,Item 3,ice cream
15,Item 3,berries
4,Item 3,sliced cheese
5,Item 3,candy
17,Item 3,domestic eggs
7,Item 3,beverages
7,Item 3,organic sausage
4,Item 3,baking powder
8,Item 3,tidbits
10,Item 3,domestic eggs
6,Item 3,chocolate
21,Item 3,pork
10,Item 3,oil
21,Item 3,pip fruit
28,Item 3,root vegetables
6,Item 3,dog food
14,Item 3,herbs
7,Item 3,salt
12,Item 3,hamburger meat
5,Item 3,curd cheese
9,Item 3,soda
4,Item 3,male cosmetics
3,Item 3,canned vegetables
5,Item 3,sparkling wine
4,Item 3,zwieback
7,Item 3,red/blush wine
5,Item 3,dog food
15,Item 3,ham
3,Item 3,pet care
11,Item 3,sliced cheese
5,Item 3,canned fruit
4,Item 3,dental care
4,Item 3,popcorn
4,Item 3,make up remover
6,Item 3,misc. beverages
6,Item 3,waffles
3,Item 3,onions
7,Item 3,rice
5,Item 3,soft cheese
10,Item 3,cream cheese
5,Item 3,canned vegetables
6,Item 3,specialty chocolate
6,Item 3,canned vegetables
3,Item 3,canned fruit
13,Item 3,whipped/sour cream
3,Item 3,prosecco
9,Item 3,hard cheese
5,Item 3,dish cleaner
15,Item 3,whipped/sour cream
4,Item 3,syrup
4,Item 3,vinegar
10,Item 3,salt
7,Item 3,dog food
8,Item 3,rice
7,Item 3,pickled vegetables
8,Item 3,fruit/vegetable juice
5,Item 3,specialty cheese
3,Item 3,nut snack
4,Item 3,soups
17,Item 3,pork
20,Item 3,root vegetables
6,Item 3,pickled vegetables
16,Item 3,rolls/buns
4,Item 3,rice
7,Item 3,mustard
14,Item 3,tropical fruit
4,Item 3,dog food
13,Item 3,chicken
3,Item 3,root vegetables
6,Item 3,pet care
15,Item 3,hard cheese
23,Item 3,citrus fruit
4,Item 3,potted plants
18,Item 3,pip fruit
4,Item 3,tea
11,Item 3,butter milk
9,Item 3,white bread
11,Item 3,soda
6,Item 3,frozen dessert
11,Item 3,packaged fruit/vegetables
9,Item 3,frozen dessert
3,Item 3,bathroom cleaner
6,Item 3,finished products
19,Item 3,chicken
3,Item 3,soups
5,Item 3,soap
14,Item 3,berries
9,Item 3,vinegar
3,Item 3,soap
4,Item 3,processed cheese
7,Item 3,baking powder
3,Item 3,softener
4,Item 3,instant food products
15,Item 3,pork
9,Item 3,ham
18,Item 3,pork
4,Item 3,pickled vegetables
3,Item 3,grapes
6,Item 3,nut snack
8,Item 3,liquor (appetizer)
4,Item 3,ketchup
4,Item 3,curd cheese
6,Item 3,flour
6,Item 3,cat food
20,Item 3,beef
4,Item 3,cocoa drinks
3,Item 3,whisky
6,Item 3,whisky
7,Item 3,chocolate
3,Item 3,kitchen towels
4,Item 3,candles
5,Item 3,vinegar
12,Item 3,hard cheese
10,Item 3,ice cream
12,Item 3,chicken
21,Item 3,meat
21,Item 3,onions
4,Item 3,salt
5,Item 3,meat spreads
21,Item 3,tropical fruit
6,Item 3,hygiene articles
10,Item 3,frozen meals
17,Item 3,packaged fruit/vegetables
10,Item 3,brown bread
10,Item 3,frozen fish
11,Item 3,meat
13,Item 3,hamburger meat
18,Item 3,beef
15,Item 3,beef
10,Item 3,pasta
24,Item 3,tropical fruit
11,Item 3,liver loaf
3,Item 3,make up remover
4,Item 3,ready soups
7,Item 3,salty snack
12,Item 3,flour
20,Item 3,hamburger meat
16,Item 3,frozen fruits
21,Item 3,berries
13,Item 3,finished products
19,Item 3,tropical fruit
19,Item 3,beef
3,Item 3,spread cheese
21,Item 3,other vegetables
29,Item 3,citrus fruit
10,Item 3,condensed milk
14,Item 3,fish
16,Item 3,chicken
9,Item 3,dog food
15,Item 3,dessert
15,Item 3,frozen fish
13,Item 3,pork
14,Item 3,uht-milk
3,Item 3,condensed milk
6,Item 3,liquor
14,Item 3,frozen vegetables
8,Item 3,roll products
23,Item 3,onions
6,Item 3,salt
4,Item 3,berries
3,Item 3,rice
16,Item 3,herbs
10,Item 3,meat
6,Item 3,tidbits
10,Item 3,flour
4,Item 3,abrasive cleaner
4,Item 4,ready soups
4,Item 4,meat spreads
4,Item 4,long life bakery product
5,Item 4,rice
5,Item 4,bottled beer
5,Item 4,bottled water
9,Item 4,butter
4,Item 4,newspapers
5,Item 4,detergent
11,Item 4,frozen dessert
4,Item 4,chocolate
6,Item 4,canned beer
4,Item 4,specialty bar
7,Item 4,spices
5,Item 4,beverages
8,Item 4,whole milk
4,Item 4,dessert
13,Item 4,yogurt
8,Item 4,spread cheese
10,Item 4,curd
4,Item 4,whole milk
5,Item 4,pickled vegetables
4,Item 4,pastry
7,Item 4,chewing gum
6,Item 4,ice cream
7,Item 4,canned fish
5,Item 4,brown bread
7,Item 4,specialty fat
8,Item 4,domestic eggs
4,Item 4,sugar
5,Item 4,butter milk
5,Item 4,fruit/vegetable juice
4,Item 4,bottled beer
10,Item 4,domestic eggs
4,Item 4,frozen vegetables
7,Item 4,salt
7,Item 4,yogurt
4,Item 4,cream cheese
9,Item 4,berries
9,Item 4,brown bread
10,Item 4,tropical fruit
9,Item 4,whole milk
10,Item 4,coffee
6,Item 4,root vegetables
7,Item 4,soda
10,Item 4,other vegetables
8,Item 4,rolls/buns
4,Item 4,processed cheese
6,Item 4,rolls/buns
7,Item 4,frozen vegetables
8,Item 4,margarine
4,Item 4,waffles
4,Item 4,canned beer
15,Item 4,tropical fruit
5,Item 4,rolls/buns
7,Item 4,white bread
5,Item 4,soda
6,Item 4,cake bar
7,Item 4,dessert
6,Item 4,dessert
9,Item 4,yogurt
5,Item 4,whole milk
5,Item 4,cling film/bags
4,Item 4,rolls/buns
5,Item 4,salty snack
8,Item 4,salty snack
4,Item 4,dog food
5,Item 4,dishes
4,Item 4,prosecco
23,Item 4,pip fruit
7,Item 4,zwieback
6,Item 4,spread cheese
7,Item 4,whole milk
5,Item 4,herbs
5,Item 4,margarine
6,Item 4,soda
4,Item 4,shopping bags
4,Item 4,soda
6,Item 4,whole milk
12,Item 4,other vegetables
4,Item 4,cake bar
8,Item 4,onions
6,Item 4,other vegetables
12,Item 4,curd
8,Item 4,sliced cheese
4,Item 4,margarine
16,Item 4,dessert
7,Item 4,margarine
8,Item 4,soda
4,Item 4,napkins
11,Item 4,grapes
9,Item 4,curd
11,Item 4,other vegetables
4,Item 4,detergent
7,Item 4,whipped/sour cream
11,Item 4,curd
11,Item 4,whole milk
7,Item 4,root vegetables
8,Item 4,other vegetables
10,Item 4,yogurt
9,Item 4,vinegar
4,Item 4,bottled water
4,Item 4,yogurt
13,Item 4,curd
5,Item 4,chocolate
5,Item 4,white bread
5,Item 4,pasta
9,Item 4,root vegetables
5,Item 4,long life bakery product
6,Item 4,pastry
4,Item 4,instant coffee
7,Item 4,coffee
9,Item 4,hard cheese
4,Item 4,rubbing alcohol
8,Item 4,hard cheese
8,Item 4,curd
6,Item 4,processed cheese
5,Item 4,waffles
5,Item 4,chocolate marshmallow
4,Item 4,soft cheese
8,Item 4,pip fruit
5,Item 4,whipped/sour cream
10,Item 4,packaged fruit/vegetables
5,Item 4,coffee
8,Item 4,whipped/sour cream
11,Item 4,hard cheese
7,Item 4,pasta
7,Item 4,cream cheese
4,Item 4,frozen dessert
6,Item 4,bottled water
4,Item 4,hygiene articles
4,Item 4,whipped/sour cream
10,Item 4,sliced cheese
4,Item 4,instant food products
4,Item 4,chewing gum
6,Item 4,margarine
5,Item 4,other vegetables
6,Item 4,yogurt
5,Item 4,domestic eggs
4,Item 4,male cosmetics
8,Item 4,yogurt
4,Item 4,fruit/vegetable juice
11,Item 4,frozen potato products
7,Item 4,misc. beverages
7,Item 4,onions
9,Item 4,other vegetables
6,Item 4,hygiene articles
5,Item 4,ice cream
4,Item 4,house keeping products
7,Item 4,ice cream
5,Item 4,snack products
10,Item 4,root vegetables
8,Item 4,butter
4,Item 4,domestic eggs
14,Item 4,curd
11,Item 4,root vegetables
6,Item 4,frozen meals
6,Item 4,coffee
10,Item 4,frozen dessert
8,Item 4,bottled water
4,Item 4,photo/film
17,Item 4,packaged fruit/vegetables
7,Item 4,butter milk
6,Item 4,white bread
9,Item 4,frozen vegetables
4,Item 4,butter milk
7,Item 4,brown bread
5,Item 4,pastry
8,Item 4,frozen potato products
5,Item 4,zwieback
6,Item 4,domestic eggs
4,Item 4,candy
6,Item 4,chewing gum
4,Item 4,rum
5,Item 4,canned beer
10,Item 4,whole milk
9,Item 4,rolls/buns
8,Item 4,citrus fruit
7,Item 4,packaged fruit/vegetables
4,Item 4,sauces
6,Item 4,white wine
11,Item 4,ketchup
10,Item 4,butter milk
9,Item 4,domestic eggs
8,Item 4,brown bread
9,Item 4,bottled water
10,Item 4,rolls/buns
10,Item 4,whipped/sour cream
7,Item 4,uht-milk
6,Item 4,whipped/sour cream
4,Item 4,salty snack
4,Item 4,beverages
11,Item 4,rolls/buns
9,Item 4,pip fruit
7,Item 4,cat food
11,Item 4,yogurt
5,Item 4,specialty chocolate
5,Item 4,cream cheese
5,Item 4,sparkling wine
4,Item 4,dental care
7,Item 4,curd cheese
7,Item 4,canned beer
5,Item 4,cat food
5,Item 4,butter
5,Item 4,decalcifier
7,Item 4,sliced cheese
6,Item 4,liquor (appetizer)
5,Item 4,yogurt
6,Item 4,abrasive cleaner
6,Item 4,semi-finished bread
14,Item 4,citrus fruit
7,Item 4,domestic eggs
6,Item 4,condensed milk
5,Item 4,instant food products
8,Item 4,cream cheese
17,Item 4,berries
11,Item 4,berries
13,Item 4,packaged fruit/vegetables
4,Item 4,coffee
8,Item 4,uht-milk
8,Item 4,semi-finished bread
5,Item 4,frozen meals
6,Item 4,brown bread
5,Item 4,newspapers
5,Item 4,organic products
12,Item 4,pip fruit
9,Item 4,beverages
6,Item 4,curd
7,Item 4,jam
12,Item 4,whole milk
8,Item 4,frozen vegetables
11,Item 4,frozen fish
7,Item 4,beverages
13,Item 4,root vegetables
15,Item 4,pip fruit
14,Item 4,herbs
12,Item 4,root vegetables
8,Item 4,berries
12,Item 4,tropical fruit
5,Item 4,sliced cheese
7,Item 4,rolls/buns
4,Item 4,other vegetables
7,Item 4,artif. sweetener
14,Item 4,yogurt
8,Item 4,dessert
8,Item 4,flour
7,Item 4,bottled water
15,Item 4,yogurt
6,Item 4,misc. beverages
6,Item 4,pickled vegetables
5,Item 4,canned vegetables
15,Item 4,butter
8,Item 4,beverages
4,Item 4,candles
7,Item 4,hard cheese
19,Item 4,other vegetables
6,Item 4,flour
5,Item 4,softener
5,Item 4,sugar
9,Item 4,dessert
4,Item 4,white wine
17,Item 4,other vegetables
20,Item 4,tropical fruit
7,Item 4,processed cheese
4,Item 4,flower soil/fertilizer
9,Item 4,oil
6,Item 4,frozen vegetables
16,Item 4,yogurt
16,Item 4,curd
11,Item 4,domestic eggs
23,Item 4,root vegetables
10,Item 4,butter
4,Item 4,misc. beverages
18,Item 4,root vegetables
13,Item 4,other vegetables
4,Item 4,dish cleaner
8,Item 4,pasta
13,Item 4,margarine
6,Item 4,pasta
15,Item 4,root vegetables
10,Item 4,soft cheese
14,Item 4,whole milk
14,Item 4,grapes
6,Item 4,butter
5,Item 4,specialty bar
7,Item 4,specialty cheese
6,Item 4,long life bakery product
15,Item 4,curd
11,Item 4,pastry
21,Item 4,other vegetables
18,Item 4,condensed milk
4,Item 4,specialty chocolate
26,Item 4,pip fruit
13,Item 4,uht-milk
8,Item 4,coffee
11,Item 4,onions
11,Item 4,white bread
6,Item 4,cream cheese
10,Item 4,frozen meals
7,Item 4,frozen meals
17,Item 4,grapes
9,Item 4,soda
5,Item 4,napkins
7,Item 4,other vegetables
15,Item 4,herbs
8,Item 4,ice cream
9,Item 4,coffee
5,Item 4,candy
11,Item 4,oil
14,Item 4,dessert
6,Item 4,mayonnaise
5,Item 4,light bulbs
6,Item 4,ketchup
7,Item 4,butter
5,Item 4,roll products
10,Item 4,cream cheese
15,Item 4,whole milk
9,Item 4,uht-milk
12,Item 4,whipped/sour cream
16,Item 4,other vegetables
32,Item 4,ham
12,Item 4,yogurt
10,Item 4,specialty fat
19,Item 4,berries
4,Item 4,frozen potato products
7,Item 4,fruit/vegetable juice
4,Item 4,zwieback
10,Item 4,pip fruit
12,Item 4,curd cheese
18,Item 4,whole milk
17,Item 4,hamburger meat
5,Item 4,flour
5,Item 4,baking powder
10,Item 4,onions
7,Item 4,pastry
14,Item 4,onions
4,Item 4,pasta
8,Item 4,root vegetables
11,Item 4,frozen meals
5,Item 4,chewing gum
13,Item 4,berries
8,Item 4,canned beer
13,Item 4,whole milk
11,Item 4,pip fruit
6,Item 4,bottled beer
4,Item 4,chocolate marshmallow
9,Item 4,sugar
14,Item 4,other vegetables
5,Item 4,vinegar
14,Item 4,root vegetables
17,Item 4,dessert
17,Item 4,chicken
4,Item 4,potted plants
19,Item 4,onions
5,Item 4,red/blush wine
12,Item 4,frozen dessert
4,Item 4,cling film/bags
7,Item 4,curd
4,Item 4,dishes
4,Item 4,sparkling wine
11,Item 4,bottled water
10,Item 4,spread cheese
9,Item 4,brandy
6,Item 4,chocolate
6,Item 4,salt
15,Item 4,grapes
15,Item 4,ice cream
9,Item 4,grapes
6,Item 4,vinegar
7,Item 4,sweet spreads
5,Item 4,liquor (appetizer)
5,Item 4,jam
6,Item 4,oil
6,Item 4,instant food products
7,Item 4,canned fruit
8,Item 4,vinegar
7,Item 4,flour
4,Item 4,salt
7,Item 4,oil
10,Item 4,beverages
5,Item 4,soft cheese
13,Item 4,butter
6,Item 4,uht-milk
5,Item 4,mustard
10,Item 4,roll products
5,Item 4,spread cheese
6,Item 4,mustard
15,Item 4,processed cheese
5,Item 4,pet care
9,Item 4,spread cheese
4,Item 4,liquor
9,Item 4,salad dressing
4,Item 4,baking powder
5,Item 4,candles
6,Item 4,dog food
4,Item 4,red/blush wine
12,Item 4,onions
10,Item 4,frozen vegetables
4,Item 4,potato products
5,Item 4,spices
6,Item 4,canned fish
17,Item 4,pip fruit
5,Item 4,popcorn
12,Item 4,butter milk
17,Item 4,curd
9,Item 4,frozen meals
6,Item 4,soups
7,Item 4,canned vegetables
4,Item 4,brown bread
5,Item 4,sweet spreads
5,Item 4,packaged fruit/vegetables
11,Item 4,sugar
5,Item 4,canned fish
12,Item 4,cream cheese
7,Item 4,mayonnaise
9,Item 4,condensed milk
21,Item 4,citrus fruit
16,Item 4,tropical fruit
9,Item 4,herbs
14,Item 4,rolls/buns
4,Item 4,canned vegetables
5,Item 4,white wine
19,Item 4,pork
8,Item 4,pastry
8,Item 4,instant food products
4,Item 4,seasonal products
6,Item 4,artif. sweetener
10,Item 4,citrus fruit
10,Item 4,dessert
6,Item 4,rice
16,Item 4,pip fruit
8,Item 4,fruit/vegetable juice
4,Item 4,light bulbs
5,Item 4,dish cleaner
15,Item 4,domestic eggs
4,Item 4,spices
7,Item 4,berries
5,Item 4,potato products
4,Item 4,flower (seeds)
9,Item 4,semi-finished bread
7,Item 4,roll products
8,Item 4,processed cheese
13,Item 4,dessert
6,Item 4,cocoa drinks
7,Item 4,pickled vegetables
10,Item 4,soda
8,Item 4,artif. sweetener
4,Item 4,frozen meals
7,Item 4,vinegar
8,Item 4,frozen meals
9,Item 4,white bread
11,Item 4,uht-milk
12,Item 4,frozen fish
22,Item 4,grapes
6,Item 4,fruit/vegetable juice
6,Item 4,frozen dessert
5,Item 4,hard cheese
9,Item 4,tropical fruit
6,Item 4,pip fruit
9,Item 4,jam
9,Item 4,pastry
4,Item 4,canned fish
4,Item 4,oil
11,Item 4,beverages
6,Item 4,sugar
6,Item 4,candy
8,Item 4,sweet spreads
5,Item 4,processed cheese
5,Item 4,cake bar
16,Item 4,root vegetables
5,Item 4,sauces
5,Item 4,frozen vegetables
7,Item 4,sugar
7,Item 4,tropical fruit
4,Item 4,frozen fish
4,Item 4,roll products
5,Item 4,turkey
9,Item 4,citrus fruit
8,Item 4,sugar
7,Item 4,condensed milk
9,Item 4,whipped/sour cream
22,Item 4,root vegetables
11,Item 4,jam
10,Item 4,cat food
5,Item 4,house keeping products
5,Item 4,hygiene articles
4,Item 4,ketchup
4,Item 4,flour
4,Item 4,spread cheese
9,Item 4,salt
6,Item 4,onions
9,Item 4,mayonnaise
11,Item 4,frozen vegetables
10,Item 4,hard cheese
13,Item 4,herbs
6,Item 4,specialty chocolate
11,Item 4,hamburger meat
8,Item 4,butter milk
17,Item 4,onions
16,Item 4,whole milk
6,Item 4,tea
19,Item 4,beef
8,Item 4,mustard
8,Item 4,meat spreads
10,Item 4,grapes
4,Item 4,snack products
9,Item 4,margarine
7,Item 4,waffles
16,Item 4,grapes
5,Item 4,liquor
15,Item 4,other vegetables
16,Item 4,butter
29,Item 4,root vegetables
23,Item 4,hamburger meat
7,Item 4,cereals
6,Item 4,butter milk
12,Item 4,butter
9,Item 4,roll products
8,Item 4,oil
20,Item 4,whole milk
5,Item 4,condensed milk
5,Item 4,frozen fruits
13,Item 4,frozen vegetables
7,Item 4,abrasive cleaner
14,Item 4,tropical fruit
8,Item 4,rice
17,Item 4,whole milk
5,Item 4,misc. beverages
9,Item 4,cream cheese
8,Item 4,baking powder
7,Item 4,frozen dessert
15,Item 4,packaged fruit/vegetables
11,Item 4,cat food
7,Item 4,bottled beer
9,Item 4,curd cheese
9,Item 4,sweet spreads
4,Item 4,curd
7,Item 4,specialty chocolate
14,Item 4,pip fruit
4,Item 4,condensed milk
6,Item 4,pet care
8,Item 4,soft cheese
8,Item 4,cocoa drinks
7,Item 4,rice
18,Item 4,pip fruit
6,Item 4,salty snack
10,Item 4,pastry
5,Item 4,salt
8,Item 4,tropical fruit
9,Item 4,sliced cheese
8,Item 4,frozen fish
13,Item 4,whipped/sour cream
13,Item 4,citrus fruit
4,Item 4,liquor (appetizer)
4,Item 4,white bread
13,Item 4,onions
16,Item 4,domestic eggs
9,Item 4,butter milk
7,Item 4,frozen potato products
7,Item 4,detergent
5,Item 4,kitchen towels
9,Item 4,soft cheese
7,Item 4,salty snack
17,Item 4,yogurt
7,Item 4,pip fruit
15,Item 4,cream cheese
4,Item 4,ice cream
6,Item 4,jam
6,Item 4,chocolate marshmallow
14,Item 4,beef
11,Item 4,herbs
12,Item 4,processed cheese
6,Item 4,specialty fat
4,Item 4,specialty cheese
7,Item 4,white wine
4,Item 4,skin care
18,Item 4,tropical fruit
13,Item 4,pip fruit
11,Item 4,whipped/sour cream
6,Item 4,beverages
6,Item 4,red/blush wine
5,Item 4,frozen dessert
5,Item 4,soups
8,Item 4,specialty cheese
6,Item 4,seasonal products
8,Item 4,beef
10,Item 4,mayonnaise
6,Item 4,frozen potato products
19,Item 4,domestic eggs
14,Item 4,frozen dessert
7,Item 4,mustard
6,Item 4,bathroom cleaner
12,Item 4,frozen meals
7,Item 4,instant food products
6,Item 4,hard cheese
7,Item 4,dog food
12,Item 4,citrus fruit
21,Item 4,hamburger meat
6,Item 4,baking powder
5,Item 4,cocoa drinks
8,Item 4,long life bakery product
4,Item 4,toilet cleaner
8,Item 4,cat food
9,Item 4,onions
16,Item 4,citrus fruit
12,Item 4,frozen fruits
10,Item 4,uht-milk
12,Item 4,beef
7,Item 4,ketchup
22,Item 4,beef
5,Item 4,seasonal products
11,Item 4,cream cheese
7,Item 4,baking powder
14,Item 4,sliced cheese
5,Item 4,syrup
14,Item 4,chicken
12,Item 4,hard cheese
8,Item 4,jam
12,Item 4,dessert
5,Item 4,cleaner
8,Item 4,curd cheese
11,Item 4,beef
5,Item 4,root vegetables
8,Item 4,tidbits
19,Item 4,root vegetables
20,Item 4,pip fruit
5,Item 4,pudding powder
4,Item 4,nut snack
27,Item 4,beef
5,Item 4,berries
19,Item 4,dessert
4,Item 4,mustard
10,Item 4,ice cream
6,Item 4,syrup
6,Item 4,sweet spreads
5,Item 4,cereals
9,Item 4,ice cream
10,Item 4,condensed milk
5,Item 4,prosecco
5,Item 4,semi-finished bread
8,Item 4,salt
10,Item 4,processed cheese
14,Item 4,butter
10,Item 4,instant food products
5,Item 4,uht-milk
5,Item 4,pip fruit
4,Item 4,pet care
6,Item 4,waffles
9,Item 4,specialty fat
4,Item 4,kitchen towels
4,Item 4,bathroom cleaner
4,Item 4,cat food
7,Item 4,liquor
4,Item 4,softener
6,Item 4,napkins
5,Item 4,skin care
8,Item 4,misc. beverages
9,Item 4,cream
5,Item 4,male cosmetics
6,Item 4,cat food
8,Item 4,white bread
6,Item 4,prosecco
9,Item 4,canned beer
15,Item 4,onions
11,Item 4,butter milk
6,Item 4,detergent
6,Item 4,liquor
10,Item 4,white bread
7,Item 4,semi-finished bread
5,Item 4,dessert
17,Item 4,root vegetables
4,Item 4,syrup
13,Item 4,condensed milk
5,Item 4,specialty vegetables
5,Item 4,dog food
11,Item 4,dessert
5,Item 4,specialty fat
7,Item 4,cake bar
13,Item 4,cream cheese
11,Item 4,mayonnaise
9,Item 4,meat spreads
17,Item 4,pasta
8,Item 4,rum
7,Item 4,frozen fish
6,Item 4,skin care
6,Item 4,sauces
10,Item 4,bottled water
13,Item 4,mayonnaise
21,Item 4,tropical fruit
4,Item 4,pickled vegetables
10,Item 4,sauces
21,Item 4,whole milk
28,Item 4,onions
12,Item 4,uht-milk
10,Item 4,beef
4,Item 4,sliced cheese
16,Item 4,berries
5,Item 4,female sanitary products
9,Item 4,bottled beer
23,Item 4,citrus fruit
6,Item 4,light bulbs
10,Item 4,frozen fish
4,Item 4,cleaner
11,Item 4,ice cream
7,Item 4,sparkling wine
10,Item 4,specialty cheese
12,Item 4,rice
6,Item 4,packaged fruit/vegetables
7,Item 4,herbs
13,Item 4,beverages
15,Item 4,flour
10,Item 4,sugar
13,Item 4,frozen meals
8,Item 4,dog food
8,Item 4,packaged fruit/vegetables
10,Item 4,spices
4,Item 4,abrasive cleaner
7,Item 4,tidbits
5,Item 4,instant coffee
4,Item 4,specialty fat
12,Item 4,grapes
6,Item 4,sliced cheese
7,Item 4,grapes
20,Item 4,other vegetables
5,Item 4,tidbits
13,Item 4,frozen fish
16,Item 4,oil
20,Item 4,grapes
11,Item 4,sliced cheese
5,Item 4,abrasive cleaner
15,Item 4,citrus fruit
13,Item 4,butter milk
11,Item 4,margarine
19,Item 4,whipped/sour cream
13,Item 4,hamburger meat
12,Item 4,herbs
23,Item 4,tropical fruit
8,Item 4,frozen dessert
11,Item 4,long life bakery product
11,Item 4,processed cheese
6,Item 4,soft cheese
6,Item 4,organic sausage
19,Item 4,citrus fruit
4,Item 4,pip fruit
14,Item 4,processed cheese
10,Item 4,canned fish
16,Item 4,beverages
9,Item 4,baking powder
11,Item 4,tropical fruit
5,Item 4,oil
15,Item 4,beef
18,Item 4,berries
7,Item 4,long life bakery product
6,Item 4,spices
5,Item 4,curd
8,Item 4,bottled beer
7,Item 4,specialty vegetables
5,Item 4,soap
4,Item 4,cooking chocolate
7,Item 4,instant coffee
